Reviews,ProductRelated,ExitRates,PageValues>=20,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Purchase
0,4,0.15,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
0,14,0.042857143,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
0,3,0.133333333,0.0,1.0,May,3,2,3,3,Returning_Visitor,True,False
0,14,0.092142857,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,9,0.022222222,0.0,0.2,May,2,2,1,3,Returning_Visitor,False,False
3,26,0.019605911,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
0,10,0.06,0.0,0.8,May,2,4,3,1,Returning_Visitor,False,False
8,20,0.027407407,1.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0,20,0.083333333,0.0,0.6,May,3,3,3,4,Returning_Visitor,False,False
3,7,0.04,0.0,0.0,May,2,5,4,4,Returning_Visitor,False,False
0,65,0.031250162,0.0,0.8,May,3,2,6,3,Returning_Visitor,False,False
0,11,0.063636364,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
1,9,0.0125,0.0,0.0,May,2,4,1,4,New_Visitor,True,False
7,38,0.022868217,4.247372093,0.0,May,2,5,1,3,Returning_Visitor,False,False
0,15,0.016666667,0.0,0.2,May,2,2,6,4,Returning_Visitor,False,False
1,27,0.067857143,0.0,0.0,May,4,1,3,3,Returning_Visitor,False,False
0,9,0.088888889,0.0,0.0,May,1,1,3,2,Returning_Visitor,True,False
0,11,0.03,0.0,0.0,May,2,2,9,4,Returning_Visitor,True,False
0,5,0.04,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,False
0,22,0.026060606,0.0,1.0,May,2,2,4,3,Returning_Visitor,True,False
1,14,0.001904762,0.0,0.0,May,2,2,8,2,New_Visitor,False,False
0,18,0.072222222,0.0,0.0,May,4,1,1,2,Returning_Visitor,True,False
4,71,0.004054054,1.0,0.0,May,2,4,1,1,Returning_Visitor,False,False
0,15,0.007692308,0.0,0.0,May,2,5,3,6,Returning_Visitor,True,False
6,53,0.02454223,2.227278689,0.8,May,3,2,1,4,Returning_Visitor,False,False
0,2,0.2,0.0,0.0,May,2,2,6,1,Returning_Visitor,True,False
0,3,0.066666667,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False
6,4,0.033333333,0.0,0.0,May,2,2,9,5,New_Visitor,False,False
0,6,0.022222222,1.0,0.0,May,3,2,2,5,Returning_Visitor,False,True
1,16,0.006666667,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False
3,67,0.04474971,2.341419718,0.0,May,3,2,3,2,Returning_Visitor,True,False
0,4,0.175,0.0,0.8,May,2,2,4,1,Returning_Visitor,False,False
5,36,0.028070175,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,False
0,57,0.018421053,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,10,0.002272727,0.0,0.0,May,2,4,1,1,Returning_Visitor,False,False
0,17,0.067647059,0.0,0.4,May,1,1,4,3,Returning_Visitor,False,False
4,66,0.029549127,0.0,1.0,May,2,2,7,4,Returning_Visitor,True,False
0,17,0.052941176,0.0,0.8,May,2,2,2,6,Returning_Visitor,False,False
3,8,0.01,0.0,0.0,May,2,7,1,2,New_Visitor,False,False
0,3,0.125,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
3,25,0.013076923,15.40042308,0.0,May,1,1,7,4,Returning_Visitor,False,False
0,13,0.016666667,0.0,0.0,May,2,2,7,2,New_Visitor,False,False
0,54,0.014814815,0.0,0.0,May,4,1,1,4,Returning_Visitor,False,False
0,1,0.2,0.0,0.2,May,2,2,1,13,Returning_Visitor,False,False
2,21,0.068253968,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,False
1,13,0.05,0.0,0.0,May,2,6,3,3,Returning_Visitor,False,False
0,4,0.05,0.0,0.6,May,2,2,1,13,Returning_Visitor,False,False
4,3,0.033333333,0.0,0.0,May,3,2,4,5,New_Visitor,False,False
1,20,0.020175439,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
0,7,0.095238095,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
0,9,0.1,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,72,0.007277211,0.0,0.0,May,2,2,1,4,Returning_Visitor,True,False
2,26,0.03125,0.0,0.0,May,3,2,5,4,Returning_Visitor,False,False
0,28,0.036309524,0.0,0.6,May,3,2,1,6,Returning_Visitor,False,False
0,4,0.066666667,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
2,12,0.039583333,1.0,0.0,May,2,2,3,2,Returning_Visitor,False,True
10,18,0.002105263,0.0,0.0,May,3,2,1,18,Returning_Visitor,True,False
0,7,0.057142857,0.0,0.0,May,4,2,3,3,Returning_Visitor,False,False
6,36,0.002631579,0.0,0.0,May,2,2,2,4,New_Visitor,True,False
0,14,0.058222222,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
1,6,0.085714286,0.0,1.0,May,2,2,7,2,Returning_Visitor,True,False
0,23,0.121212121,0.0,0.8,May,2,2,7,3,Returning_Visitor,False,False
0,2,0.15,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
0,5,0.133333333,0.0,1.0,May,1,1,4,3,Returning_Visitor,True,False
0,2,0.1,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False
6,23,0.013768116,0.0,0.0,May,2,2,3,3,New_Visitor,False,False
0,13,0.080769231,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
0,22,0.00952381,10.51809524,0.0,May,2,2,7,4,Returning_Visitor,True,True
0,1,0.2,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
2,59,0.003278689,0.0,0.2,May,2,2,3,2,Returning_Visitor,False,False
0,7,0.057142857,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,False
12,60,0.011984127,13.09154641,0.0,May,2,2,2,1,Returning_Visitor,False,False
3,17,0.051764706,0.0,0.0,May,1,4,2,2,Returning_Visitor,False,False
3,39,0.009756098,0.0,0.0,May,3,2,1,2,Returning_Visitor,True,False
0,14,0.116666667,0.0,0.4,May,3,2,3,13,Returning_Visitor,False,False
5,39,0.016744186,12.73144186,0.0,May,4,1,8,4,Returning_Visitor,False,False
0,25,0.024698413,0.0,0.6,May,1,1,3,3,Returning_Visitor,False,False
7,25,0.014022989,5.078114943,0.0,May,1,2,3,4,New_Visitor,False,False
0,12,0.166666667,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
1,29,0.029591837,10.98707143,0.0,May,1,1,3,4,Returning_Visitor,False,True
11,172,0.009603919,1.418440397,0.4,May,2,7,7,3,Returning_Visitor,False,False
2,10,0.022222222,0.0,0.0,May,2,4,4,2,Returning_Visitor,False,False
5,29,0.031075269,0.0,0.0,May,3,2,2,4,Returning_Visitor,False,False
2,24,0.114285714,0.0,0.4,May,3,2,4,3,Returning_Visitor,False,False
0,3,0.133333333,0.0,0.6,May,2,2,1,1,Returning_Visitor,False,False
0,8,0.075,0.0,0.0,May,2,5,3,2,Returning_Visitor,True,False
3,26,0.007142857,0.0,0.0,May,2,10,2,5,New_Visitor,False,False
0,6,0.016666667,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
5,36,0.033333333,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
0,16,0.070238095,0.0,0.0,May,3,2,2,3,Returning_Visitor,False,False
4,6,0.0375,0.0,0.0,May,1,2,2,2,Returning_Visitor,False,False
0,60,0.025141243,0.0,0.6,May,2,4,3,3,Returning_Visitor,False,False
0,8,0.014285714,0.0,0.0,May,3,2,6,4,Returning_Visitor,False,False
0,7,0.016666667,14.98333333,0.4,May,4,1,2,2,New_Visitor,False,True
8,19,0.007674572,5.744057971,0.0,May,3,2,1,2,Returning_Visitor,True,False
0,7,0.026984127,0.0,0.0,May,1,1,1,6,Returning_Visitor,False,False
0,8,0.044444444,0.0,0.6,May,1,1,6,3,Returning_Visitor,False,False
2,6,0.066666667,0.0,0.0,May,3,2,2,13,Returning_Visitor,False,False
1,15,0.007142857,0.0,0.0,May,2,4,2,2,Returning_Visitor,False,False
4,28,0.011326165,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
0,4,0.05,0.0,0.4,May,2,4,2,4,Returning_Visitor,False,False
0,19,0.066233766,0.0,1.0,May,2,10,1,1,Returning_Visitor,True,False
3,14,0.011764706,0.0,0.0,May,2,4,2,2,New_Visitor,False,False
5,7,0.04,0.0,0.2,May,3,2,2,2,Returning_Visitor,False,False
7,46,0.043948052,8.567142857,0.0,May,2,6,6,6,Returning_Visitor,False,False
1,7,0.025,1.0,0.0,May,2,2,1,1,Returning_Visitor,False,True
4,60,0.038095238,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
4,39,0.03374269,0.0,0.2,May,1,1,3,4,Returning_Visitor,False,False
2,13,0.008333333,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
3,7,0.035,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
1,33,0.045170068,11.15734286,0.0,May,2,2,3,11,Returning_Visitor,True,False
0,13,0.029230769,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
0,4,0.05,0.0,0.0,May,2,2,6,2,Returning_Visitor,False,False
0,9,0.055555556,0.0,1.0,May,2,4,2,3,Returning_Visitor,True,False
0,66,0.046262626,0.0,0.8,May,2,5,2,6,Returning_Visitor,False,False
0,93,0.023117504,0.0,0.0,May,1,1,5,4,Returning_Visitor,False,False
2,11,0.072727273,0.0,0.8,May,1,1,1,3,Returning_Visitor,False,False
0,14,0.023333333,0.0,1.0,May,3,2,3,3,Returning_Visitor,True,False
2,23,0.05,0.0,0.6,May,2,2,6,6,Returning_Visitor,False,False
7,28,0.015053763,0.0,0.0,May,3,2,7,6,Returning_Visitor,False,False
0,7,0.107142857,0.0,0.8,May,2,4,5,6,Returning_Visitor,False,False
0,38,0.018859649,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
3,15,0.004166667,0.0,0.0,May,2,10,6,1,Returning_Visitor,False,False
0,18,0.033684211,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,16,0.040625,0.0,0.0,May,2,6,1,1,Returning_Visitor,False,False
0,6,0.077777778,0.0,0.0,May,2,4,2,6,Returning_Visitor,False,False
3,28,0.057619048,0.0,0.0,May,2,2,7,1,Returning_Visitor,False,False
0,29,0.01954023,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
5,6,0.061904762,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
0,14,0.04047619,0.0,0.6,May,3,2,8,13,Returning_Visitor,False,False
0,49,0.00625,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,9,0.011428571,1.0,0.0,May,3,2,1,5,Returning_Visitor,True,True
0,7,0.071428571,0.0,0.8,May,1,1,1,1,Returning_Visitor,False,False
0,21,0.121428571,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
3,105,0.021263103,0.0,0.0,May,2,2,8,4,Returning_Visitor,True,False
5,15,0.010526316,0.0,0.0,May,2,2,6,2,Returning_Visitor,False,False
0,3,0.133333333,0.0,0.6,May,1,8,4,20,Returning_Visitor,False,False
1,7,0.033333333,0.0,0.0,May,2,2,1,13,New_Visitor,False,False
2,16,0.03627451,0.0,0.0,May,3,2,2,18,Returning_Visitor,False,False
2,65,0.038958835,8.08875,0.0,May,2,2,3,6,Returning_Visitor,False,False
4,37,0.005555556,0.0,0.0,May,2,2,5,2,New_Visitor,False,False
0,72,0.01875,0.0,0.8,May,2,5,1,6,Returning_Visitor,False,False
9,39,0.019066142,16.42363253,0.0,May,1,1,1,13,Returning_Visitor,False,False
0,14,0.007692308,0.0,0.0,May,2,2,7,4,Returning_Visitor,True,False
0,31,0.007881773,0.0,0.0,May,2,6,1,2,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,May,2,4,1,6,Returning_Visitor,False,False
1,33,0.033333333,0.0,0.0,May,2,4,1,4,Returning_Visitor,False,False
2,14,0.012291667,0.0,0.0,May,1,1,6,3,Returning_Visitor,True,False
3,16,0.021052632,0.0,1.0,May,3,2,3,4,New_Visitor,True,False
4,217,0.005893497,0.0,0.0,May,2,2,1,6,Returning_Visitor,True,False
0,23,0.068115942,0.0,0.0,May,2,4,3,6,Returning_Visitor,False,False
0,7,0.10952381,0.0,0.0,May,3,3,9,1,Returning_Visitor,False,False
0,4,0.1,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,False
0,7,0.057142857,0.0,0.0,May,4,1,3,3,Returning_Visitor,False,False
4,32,0.010752688,1.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
6,187,0.011118588,10.80188719,0.0,May,4,1,2,2,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,May,1,8,3,2,Returning_Visitor,False,False
1,30,0.042083333,12.6534375,0.0,May,3,2,3,1,Returning_Visitor,False,False
1,36,0.02254902,19.1127451,0.0,May,2,2,6,4,Returning_Visitor,True,False
0,31,0.026938057,0.0,0.8,May,2,2,7,1,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,May,2,2,4,1,Returning_Visitor,True,False
1,12,0.028205128,0.0,0.0,May,3,2,6,1,Returning_Visitor,False,False
4,25,0.028571429,16.70657143,0.0,May,2,2,3,3,Returning_Visitor,False,True
2,21,0.013043478,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
0,24,0.026388889,0.0,0.4,May,2,4,2,3,Returning_Visitor,False,False
0,5,0.18,0.0,0.4,May,1,2,2,4,Returning_Visitor,False,False
0,12,0.025,0.0,0.8,May,1,2,3,4,Returning_Visitor,False,False
0,2,0.05,0.0,0.0,May,3,3,3,1,Returning_Visitor,False,False
0,8,0.014285714,1.0,0.0,May,2,2,1,2,New_Visitor,False,True
5,21,0.020652174,7.091478261,0.0,May,3,2,3,4,Returning_Visitor,True,True
3,6,0.022222222,0.0,0.2,May,2,2,1,2,Returning_Visitor,False,False
2,31,0.017482517,0.0,0.0,May,2,6,2,5,Returning_Visitor,True,False
3,22,0.004266667,0.0,0.0,May,3,3,1,15,Returning_Visitor,True,False
0,1,0.2,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,14,0.092857143,0.0,0.0,May,2,4,2,4,Returning_Visitor,True,False
0,6,0.157142857,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
1,6,0.0125,0.0,0.0,May,3,2,6,2,New_Visitor,True,False
0,7,0.057142857,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
2,159,0.013428813,14.75911588,0.0,May,2,2,5,2,Returning_Visitor,False,False
0,5,0.073333333,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
4,4,0.033333333,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,15,0.04,0.0,0.0,May,2,2,1,3,Returning_Visitor,True,False
0,20,0.05952381,0.0,0.8,May,3,2,1,3,Returning_Visitor,False,False
0,7,0.057142857,0.0,0.0,May,1,1,6,4,Returning_Visitor,True,False
3,7,0.074074074,0.0,0.4,May,3,2,2,13,Returning_Visitor,False,False
5,38,0.013931624,0.0,0.2,May,1,1,3,3,Returning_Visitor,False,False
1,4,0.013333333,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
1,13,0.018181818,1.0,0.4,May,1,1,1,3,New_Visitor,False,True
0,2,0.1,0.0,0.0,May,2,2,3,2,New_Visitor,False,False
0,15,0.014285714,14.55428571,0.0,May,2,2,3,2,Returning_Visitor,False,True
2,6,0.014285714,0.0,0.0,May,3,2,1,4,New_Visitor,False,False
7,32,0.030226481,11.19263415,0.0,May,1,1,1,4,Returning_Visitor,False,False
2,3,0.013333333,0.0,0.0,May,3,2,7,2,Returning_Visitor,False,False
2,25,0.038405797,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
0,20,0.038333333,0.0,0.6,May,2,4,1,3,Returning_Visitor,False,False
5,54,0.011320755,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
4,115,0.0220259,0.0,0.4,May,2,2,3,13,Returning_Visitor,False,False
5,79,0.05909564,2.39491796,0.0,May,2,2,6,1,Returning_Visitor,False,False
5,11,0.032291667,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
0,97,0.027083333,0.0,0.8,May,2,2,3,2,Returning_Visitor,False,False
3,26,0.016,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,False
8,72,0.002597403,13.36332468,0.0,May,3,2,6,3,Returning_Visitor,True,False
12,38,0.015649351,1.0,0.0,May,3,2,1,7,Returning_Visitor,False,False
0,4,0.05,0.0,0.6,May,2,4,1,3,Returning_Visitor,False,False
1,57,0.005858586,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,False
1,24,0.017391304,1.0,0.0,May,2,2,9,3,New_Visitor,False,False
0,13,0.154761905,0.0,0.8,May,3,2,7,13,Returning_Visitor,False,False
1,37,0.012612613,1.0,0.0,May,2,5,7,4,Returning_Visitor,True,True
0,5,0.04,0.0,0.0,May,2,2,3,2,Returning_Visitor,True,False
0,8,0.070833333,0.0,0.6,May,3,2,1,2,Returning_Visitor,False,False
1,10,0.022222222,0.0,0.0,May,1,1,1,1,Returning_Visitor,True,False
2,3,0.0125,0.0,0.0,May,3,2,4,4,Returning_Visitor,True,False
6,15,0.001234568,0.0,0.0,May,1,1,3,2,Returning_Visitor,False,False
7,21,0.007142857,0.0,0.0,May,2,2,1,4,New_Visitor,False,False
0,8,0.014285714,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
2,10,0.018181818,1.0,0.0,May,2,2,1,2,Returning_Visitor,False,True
0,81,0.025308642,0.0,0.6,May,1,8,3,2,Returning_Visitor,False,False
0,16,0.01875,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
2,18,0.045438596,0.0,0.8,May,3,2,8,13,Returning_Visitor,False,False
0,9,0.02962963,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
0,56,0.022295918,0.0,0.8,May,4,1,1,4,Returning_Visitor,False,False
1,8,0.022222222,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
5,18,0.004545455,0.0,0.0,May,2,5,1,6,Returning_Visitor,False,False
0,17,0.0375,0.0,0.0,May,2,4,4,3,Returning_Visitor,False,False
2,31,0.001470588,0.0,0.0,May,2,2,7,18,New_Visitor,False,False
2,31,0.006451613,0.0,0.0,May,2,2,9,3,Returning_Visitor,False,False
0,7,0.057142857,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
1,37,0.039814815,0.0,0.8,May,2,2,4,2,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,2,0.05,0.0,0.0,May,1,1,6,3,Returning_Visitor,False,False
2,16,0.01875,0.0,0.2,May,1,8,3,11,Returning_Visitor,False,False
0,8,0.05,0.0,0.0,May,2,2,4,13,Returning_Visitor,True,False
1,36,0.041898148,0.0,1.0,May,3,2,3,1,Returning_Visitor,True,False
0,4,0.025,0.0,0.0,May,1,1,4,4,Returning_Visitor,False,False
0,7,0.085714286,0.0,0.6,May,2,2,3,3,Returning_Visitor,False,False
0,2,0.1,0.0,0.4,May,4,1,4,3,Returning_Visitor,False,False
1,57,0.022947455,13.40247586,0.0,May,2,2,1,4,Returning_Visitor,False,False
1,16,0.045198413,18.66333333,0.0,May,3,2,4,4,Returning_Visitor,True,False
1,24,0.022727273,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
5,55,0.028576998,8.903557895,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,20,0.005789474,0.0,1.0,May,1,8,1,19,Returning_Visitor,True,False
0,6,0.183333333,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,False
6,57,0.030172414,0.0,0.0,May,4,2,3,6,Returning_Visitor,False,False
5,55,0.019159146,9.139760775,0.0,May,2,2,1,2,Returning_Visitor,True,False
0,2,0.2,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
1,34,0.0125,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
0,6,0.072222222,0.0,0.0,May,1,1,8,3,Returning_Visitor,False,False
4,25,0.024074074,0.0,0.8,May,2,6,1,4,Returning_Visitor,False,False
0,17,0.076470588,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,False
0,26,0.034935897,0.0,0.0,May,2,7,1,2,Returning_Visitor,False,False
0,20,0.04,0.0,0.0,May,2,4,3,1,Returning_Visitor,False,False
0,1,0.1,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,141,0.018798094,0.0,0.8,May,2,2,4,3,Returning_Visitor,False,False
9,88,0.025918367,5.479532313,0.6,May,4,2,8,4,Returning_Visitor,False,False
0,60,0.005026455,1.0,0.0,May,2,2,6,2,Returning_Visitor,False,True
5,33,0.005882353,0.0,0.0,May,2,5,2,4,Returning_Visitor,True,False
3,13,0.042857143,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,False
0,26,0.031388889,0.0,0.0,May,4,1,4,6,Returning_Visitor,True,False
0,50,0.008746356,0.0,0.2,May,2,2,3,1,Returning_Visitor,False,False
2,13,0.013333333,19.78533333,0.0,May,3,2,4,1,Returning_Visitor,True,True
0,1,0.2,0.0,0.8,May,4,1,1,4,Returning_Visitor,False,False
2,56,0.063214286,0.0,0.8,May,2,4,3,3,Returning_Visitor,False,False
4,27,0.016722783,7.108148148,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,7,0.00952381,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
5,85,0.039042146,0.0,1.0,May,2,2,3,6,Returning_Visitor,True,False
5,49,0.025444444,0.0,0.6,May,2,2,6,3,Returning_Visitor,False,False
8,24,0.015196078,9.877647059,0.0,May,2,4,3,3,Returning_Visitor,False,True
0,12,0.03,0.0,0.0,May,1,1,6,4,Returning_Visitor,False,False
4,17,0.005,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,False
0,6,0.016666667,0.0,0.8,May,2,2,3,4,Returning_Visitor,False,False
7,65,0.030146368,6.147633803,0.0,May,3,2,3,4,Returning_Visitor,True,False
0,80,0.041944444,0.0,0.4,May,2,4,7,2,Returning_Visitor,False,False
4,41,0.013043478,4.430347826,0.2,May,2,6,2,13,Returning_Visitor,False,False
0,5,0.045,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,False
8,59,0.030795428,12.44030746,0.0,May,2,4,4,2,Returning_Visitor,True,False
0,31,0.069892473,0.0,0.6,May,1,1,1,15,Returning_Visitor,False,False
0,16,0.046875,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,3,0.033333333,0.0,0.0,May,2,10,5,4,Returning_Visitor,True,False
8,24,0.033760684,5.689554113,0.0,May,2,2,1,7,Returning_Visitor,False,False
4,73,0.02475118,2.323162162,0.2,May,3,2,1,13,Returning_Visitor,False,False
2,14,0.0375,0.0,0.4,May,2,2,3,3,Returning_Visitor,False,False
0,43,0.006976744,0.0,0.8,May,2,6,1,1,Returning_Visitor,False,False
0,4,0.075,0.0,0.0,May,4,1,3,3,Returning_Visitor,True,False
0,68,0.011470588,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
2,23,0.008333333,1.0,0.0,May,3,2,7,2,New_Visitor,False,True
9,85,0.016080586,3.926014129,0.0,May,3,2,6,4,Returning_Visitor,True,True
4,133,0.0122463,1.786819082,0.0,May,2,2,3,3,Returning_Visitor,False,False
4,59,0.019247312,8.126193548,0.0,May,2,2,1,2,Returning_Visitor,False,True
0,19,0.011111111,1.0,0.0,May,2,2,6,2,New_Visitor,True,True
0,6,0.016666667,0.0,0.0,May,1,1,7,2,Returning_Visitor,True,False
0,3,0.133333333,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
0,9,0.040740741,0.0,0.0,May,1,1,5,4,Returning_Visitor,False,False
0,7,0.038095238,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
0,41,0.078571429,0.0,0.8,May,2,6,1,6,Returning_Visitor,False,False
6,6,0.018181818,0.0,0.0,May,1,1,4,2,Returning_Visitor,True,False
1,31,0.007758621,0.0,0.0,May,2,6,2,11,New_Visitor,False,False
0,11,0.072727273,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False
0,8,0.025,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,May,3,2,6,1,Returning_Visitor,True,False
3,5,0.0125,0.0,0.0,May,1,1,5,3,Returning_Visitor,False,False
0,16,0.0375,0.0,0.0,May,4,1,7,1,Returning_Visitor,False,False
14,156,0.029074729,2.992267778,1.0,May,2,2,6,1,Returning_Visitor,True,False
1,3,0.2,0.0,0.0,May,1,1,4,4,Returning_Visitor,True,False
3,3,0.042857143,0.0,0.4,May,2,2,4,3,New_Visitor,False,False
0,53,0.026415094,0.0,0.4,May,2,2,3,6,Returning_Visitor,False,False
9,33,0.006415344,0.0,0.0,May,1,1,1,15,Returning_Visitor,True,False
1,111,0.015775776,2.797414715,0.4,May,2,2,8,3,Returning_Visitor,False,True
0,36,0.018068783,0.0,1.0,May,1,1,7,3,Returning_Visitor,True,False
1,35,0.023611111,0.0,0.0,May,2,10,6,4,Returning_Visitor,True,False
5,26,0.006451613,1.0,0.0,May,2,2,1,1,Returning_Visitor,False,True
0,15,0.055555556,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False
1,84,0.021451247,0.0,0.0,May,2,2,5,6,Returning_Visitor,False,False
6,49,0.007692308,4.272807692,0.0,May,2,2,1,2,Returning_Visitor,True,False
0,59,0.016621682,2.790473684,0.0,May,2,2,5,4,Returning_Visitor,False,False
2,3,0.111111111,0.0,0.0,May,1,2,1,6,Returning_Visitor,True,False
1,4,0.08,0.0,1.0,May,2,2,3,1,Returning_Visitor,True,False
0,2,0.1,0.0,0.8,May,1,1,4,1,Returning_Visitor,False,False
0,6,0.033333333,0.0,0.0,May,2,2,3,1,Returning_Visitor,True,False
2,68,0.029851908,12.76243133,1.0,May,2,2,2,2,Returning_Visitor,True,False
0,51,0.015404896,0.0,0.4,May,2,2,8,3,Returning_Visitor,False,False
5,14,0.097777778,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,May,1,1,4,1,Returning_Visitor,True,False
0,5,0.05,0.0,0.0,May,3,2,1,4,Returning_Visitor,True,False
1,25,0.015384615,1.0,0.0,May,2,2,9,6,Returning_Visitor,False,True
6,108,0.007142857,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
2,61,0.035239899,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
2,106,0.009577934,0.0,0.0,May,4,2,3,6,Returning_Visitor,False,False
5,20,0.004545455,0.0,0.0,May,1,2,3,2,Returning_Visitor,False,False
2,19,0.01,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
0,3,0.166666667,0.0,1.0,May,3,2,1,4,Returning_Visitor,True,False
0,13,0.03956044,0.0,0.8,May,2,2,4,3,Returning_Visitor,False,False
0,13,0.023076923,0.0,0.0,May,2,4,3,1,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,May,2,5,1,6,Returning_Visitor,False,False
3,29,0.007142857,1.0,0.0,May,2,2,1,3,Returning_Visitor,False,True
0,7,0.057142857,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,25,0.024358974,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
1,46,0.006382979,1.0,0.0,May,2,2,2,4,Returning_Visitor,False,True
0,1,0.2,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
0,25,0.052,0.0,0.0,May,2,2,1,19,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,May,1,1,6,1,Returning_Visitor,True,False
0,10,0.022222222,1.0,0.0,May,2,2,1,4,New_Visitor,False,True
